"","inspection_id","license_","facility_type","risk","inspection_date","inspection_type","results","criticalCount","seriousCount","minorCount","pastFail","pastCritical","pastSerious","pastMinor","timeSinceLast","firstRecord","pass_flag"
"83485","614663","1092264","Restaurant","Risk 1 (High)",2011-12-12,"Canvass","Pass",0,0,3,0,0,0,5,0.706849315068493,0,1
"6014","1134253","1092264","Restaurant","Risk 1 (High)",2012-04-27,"Canvass","Pass",0,0,6,0,0,0,3,0.372602739726027,0,1
"91090","1345343","1092264","Restaurant","Risk 1 (High)",2013-06-24,"Canvass","Pass",0,0,5,0,0,0,6,1.15890410958904,0,1
"58336","598525","10923","Restaurant","Risk 1 (High)",2011-12-15,"Canvass","Pass",0,0,2,0,0,0,2,0.712328767123288,0,1
"56750","1286015","10923","Restaurant","Risk 1 (High)",2012-10-22,"Canvass","Pass",0,0,2,0,0,0,2,0.852054794520548,0,1
"81424","1151571","10923","Restaurant","Risk 1 (High)",2013-08-23,"Canvass","Pass",0,0,1,0,0,0,2,0.835616438356164,0,1
"52735","1235927","1092317","Restaurant","Risk 1 (High)",2013-08-19,"Canvass","Pass",0,0,5,0,0,0,0,0.010958904109589,0,1
"6970","1326673","1092373","Restaurant","Risk 1 (High)",2013-04-02,"Canvass","Fail",0,2,2,0,0,0,4,2,0,0
"80922","670832","1092376","Restaurant","Risk 1 (High)",2012-02-27,"Canvass","Pass",0,0,2,0,0,0,2,0.958904109589041,0,1
"47622","670644","1092400","Other","Risk 2 (Medium)",2012-02-21,"Canvass","Pass",0,0,5,0,0,0,4,0.589041095890411,0,1
"34045","604512","1092445","Restaurant","Risk 1 (High)",2011-11-16,"Canvass","Pass",0,0,5,0,0,0,6,0.632876712328767,0,1
"83114","1271222","1092445","Restaurant","Risk 1 (High)",2012-06-14,"Canvass","Pass",0,0,5,0,0,0,5,0.575342465753425,0,1
"86314","1360521","1092445","Restaurant","Risk 1 (High)",2013-08-27,"Canvass","Pass",0,0,1,0,0,0,5,1.2027397260274,0,1
"65402","598576","1092597","Restaurant","Risk 1 (High)",2012-01-19,"Canvass","Pass",0,0,5,0,0,0,2,0.997260273972603,0,1
"90033","1146273","1092597","Restaurant","Risk 1 (High)",2013-01-29,"Canvass","Pass",0,0,10,0,0,0,5,1.03013698630137,0,1
"49340","1138522","1092606","Restaurant","Risk 1 (High)",2012-09-26,"Canvass","Pass",0,0,2,0,0,0,0,0.0246575342465753,0,1
"10570","1110367","1092606","Restaurant","Risk 1 (High)",2013-08-27,"Canvass","Pass w/ Conditions",2,1,1,0,0,0,2,0.917808219178082,0,0
"20926","671061","1092634","Restaurant","Risk 1 (High)",2012-03-02,"Canvass","Pass",0,0,2,0,0,1,4,1.55342465753425,0,1
"61538","670349","1092684","Restaurant","Risk 1 (High)",2012-02-09,"Canvass","Pass w/ Conditions",1,0,5,0,0,0,3,2,0,0
"76196","1188559","1092684","Restaurant","Risk 1 (High)",2013-04-01,"Canvass","Pass",0,0,1,0,1,0,5,1.13972602739726,0,1
"38384","567633","1092787","Restaurant","Risk 1 (High)",2011-10-12,"Canvass","Pass",0,0,3,0,1,1,1,1.01095890410959,0,1
"2199","1292290","1092787","Restaurant","Risk 1 (High)",2013-01-28,"Canvass","Pass",0,0,2,0,0,0,3,1.2986301369863,0,1
"10011","1345501","1092789","Restaurant","Risk 2 (Medium)",2013-08-29,"Canvass","Pass w/ Conditions",0,1,4,0,0,0,0,2,1,0
"8380","680004","1092849","Other","Risk 3 (Low)",2012-04-16,"Canvass","Fail",0,1,3,0,0,0,0,2,1,0
"43407","1134578","1092854","Restaurant","Risk 2 (Medium)",2012-09-21,"Canvass","Pass",0,0,4,0,0,0,2,1.17534246575342,0,1
"67132","670396","1092905","Grocery Store","Risk 2 (Medium)",2012-02-10,"Canvass","Pass",0,0,3,0,0,0,0,2,1,1
"36198","634844","1092991","Restaurant","Risk 1 (High)",2011-10-04,"Canvass","Pass",0,0,8,0,0,0,5,0.852054794520548,0,1
"84294","679752","1092991","Restaurant","Risk 1 (High)",2012-04-10,"Canvass","Fail",1,1,3,0,0,0,8,0.517808219178082,0,0
"69922","1322054","1092991","Restaurant","Risk 1 (High)",2013-02-26,"Canvass","Fail",0,1,5,0,0,1,3,0.863013698630137,0,0
"82416","660183","1093122","Restaurant","Risk 1 (High)",2012-01-26,"Canvass","Pass",0,0,4,0,0,0,2,0.76986301369863,0,1
"86360","1321599","1093169","Other","Risk 1 (High)",2013-01-29,"Canvass","Pass",0,0,6,0,1,1,3,1.43287671232877,0,1
"31283","1110269","1093231","Restaurant","Risk 1 (High)",2012-10-22,"Canvass","Pass w/ Conditions",1,2,2,0,0,0,2,1.99178082191781,0,0
"44436","1092517","1093231","Restaurant","Risk 1 (High)",2013-07-29,"Canvass","Pass",0,0,2,0,0,0,0,0.745205479452055,0,1
"28515","1098457","1093571","Restaurant","Risk 2 (Medium)",2012-07-20,"Canvass","Pass",0,0,6,0,0,0,4,1.86301369863014,0,1
"83490","1214880","1093606","Restaurant","Risk 1 (High)",2012-05-14,"Canvass","Fail",0,2,4,0,0,0,5,0.936986301369863,0,0
"14833","1336183","1093813","Grocery Store","Risk 2 (Medium)",2013-06-19,"Canvass","Fail",0,2,5,0,0,2,2,1.41917808219178,0,0
"61919","670577","1093945","Restaurant","Risk 1 (High)",2012-02-16,"Canvass","Pass w/ Conditions",0,1,5,0,1,0,5,1.13972602739726,0,0
"8631","1227763","1094","Grocery Store","Risk 2 (Medium)",2013-02-22,"Canvass","Fail",0,1,7,0,0,0,7,0.0657534246575342,0,0
"41200","1151488","10940","Grocery Store","Risk 1 (High)",2013-07-30,"Canvass","Pass",0,0,6,0,0,0,5,0.663013698630137,0,1
"20946","537658","1094080","Other","Risk 1 (High)",2011-10-28,"Canvass","Pass",0,0,4,0,0,0,0,1.00821917808219,0,1
"89011","537659","1094081","Other","Risk 1 (High)",2011-10-28,"Canvass","Pass",0,0,4,0,0,0,0,1.00821917808219,0,1
"77838","1198783","1094281","Restaurant","Risk 1 (High)",2013-03-28,"Canvass","Pass w/ Conditions",0,2,4,0,1,0,3,2,0,0
"4853","1092503","1094281","Restaurant","Risk 1 (High)",2013-07-22,"Canvass","Pass",0,0,3,0,0,2,4,0.317808219178082,0,1
"52866","1227586","1094284","Other","Risk 1 (High)",2012-09-25,"Canvass","Pass",0,0,1,0,0,1,3,1.03013698630137,0,1
"81857","1353327","1094341","Restaurant","Risk 1 (High)",2013-06-26,"Canvass","Fail",0,1,4,0,0,0,2,2,0,0
"47575","1134422","1094556","Restaurant","Risk 1 (High)",2012-07-20,"Canvass","Pass",0,0,4,0,0,0,5,1.03835616438356,0,1
"53729","1139047","1094556","Restaurant","Risk 1 (High)",2013-07-11,"Canvass","Pass",0,0,2,0,0,0,4,0.975342465753425,0,1
"59069","1151244","10947","Grocery Store","Risk 1 (High)",2013-04-19,"Canvass","Pass",0,0,4,0,0,0,5,1.25205479452055,0,1
"15913","664267","1094724","Other","Risk 1 (High)",2011-12-08,"Canvass","Fail",0,1,6,0,0,0,6,1.0986301369863,0,0
"86036","1106314","1094724","Other","Risk 1 (High)",2012-08-30,"Canvass","Pass",0,0,0,0,0,1,6,0.706849315068493,0,1
"5890","598553","1094990","Grocery Store","Risk 1 (High)",2012-01-06,"Canvass","Pass",0,0,5,0,0,0,3,0.961643835616438,0,1
"81764","1151526","1094990","Grocery Store","Risk 1 (High)",2013-08-09,"Canvass","Pass",0,0,4,0,0,0,5,1.58904109589041,0,1
"77648","1286224","1095025","Restaurant","Risk 2 (Medium)",2013-01-04,"Canvass","Pass",0,0,2,0,0,0,3,2,0,1
"84329","567624","1095055","Restaurant","Risk 1 (High)",2011-10-06,"Canvass","Pass",0,0,4,0,0,0,2,1.07397260273973,0,1
"19563","1138536","1095055","Restaurant","Risk 1 (High)",2012-10-05,"Canvass","Pass",0,0,2,0,0,0,4,1,0,1
"23423","1345380","1095055","Restaurant","Risk 1 (High)",2013-07-12,"Canvass","Pass",0,0,3,0,0,0,2,0.767123287671233,0,1
"16481","1235580","1095188","Grocery Store","Risk 1 (High)",2013-01-03,"Canvass","Pass",0,0,3,0,0,0,0,2,1,1
"6591","1235572","1095196","Restaurant","Risk 2 (Medium)",2012-12-31,"Canvass","Fail",0,1,2,0,0,1,6,1.44657534246575,0,0
"20337","670295","1095307","Restaurant","Risk 1 (High)",2012-02-07,"Canvass","Fail",0,2,4,0,0,1,7,0.723287671232877,0,0
"48666","1335727","1095307","Restaurant","Risk 1 (High)",2013-05-23,"Canvass","Fail",0,2,9,0,0,2,4,1.26301369863014,0,0
"51711","1230148","1095700","Grocery Store","Risk 2 (Medium)",2012-07-02,"Canvass","Pass w/ Conditions",2,1,5,0,0,0,0,2,1,0
"8134","1321703","1095862","Restaurant","Risk 2 (Medium)",2013-02-04,"Canvass","Fail",0,2,4,0,0,0,0,2,1,0
"85486","1324572","1095908","Restaurant","Risk 1 (High)",2013-07-24,"Canvass","Pass",0,0,1,0,0,0,1,1.96986301369863,0,1
"89111","660030","1095974","Restaurant","Risk 1 (High)",2012-01-17,"Canvass","Pass",0,0,2,0,0,0,1,0.96986301369863,0,1
"14788","1146223","1095974","Restaurant","Risk 1 (High)",2013-01-02,"Canvass","Fail",0,1,5,0,0,0,4,0.517808219178082,0,0
"67003","679399","1095992","Restaurant","Risk 1 (High)",2012-04-02,"Canvass","Fail",0,1,3,0,0,0,6,0.438356164383562,0,0
"92374","1322027","1095992","Restaurant","Risk 1 (High)",2013-02-25,"Canvass","Fail",1,1,5,0,0,1,3,0.882191780821918,0,0
"63238","1150849","1096007","Restaurant","Risk 2 (Medium)",2012-10-18,"Canvass","Pass",0,0,3,0,0,0,1,1.34246575342466,0,1
"7186","557599","1096355","Restaurant","Risk 1 (High)",2011-10-18,"Canvass","Fail",0,1,10,0,1,0,8,0.912328767123288,0,0
"11836","1327181","1096355","Restaurant","Risk 1 (High)",2013-04-25,"Canvass","Fail",2,2,3,0,0,1,10,1.5013698630137,0,0
"38477","1182213","11013","Restaurant","Risk 1 (High)",2012-03-26,"Canvass","Pass",0,0,4,0,0,0,4,1.16438356164384,0,1
"21970","1110276","11030","Restaurant","Risk 1 (High)",2012-11-02,"Canvass","Fail",1,2,3,0,1,0,2,2,0,0
"92654","1198999","11030","Restaurant","Risk 1 (High)",2013-08-06,"Canvass","Pass w/ Conditions",1,0,7,0,0,0,3,0.736986301369863,0,0
"39919","1110275","11034","Restaurant","Risk 1 (High)",2012-11-02,"Canvass","Fail",1,2,3,0,0,0,4,2,0,0
"84629","1199000","11034","Restaurant","Risk 1 (High)",2013-08-06,"Canvass","Pass w/ Conditions",1,0,7,0,0,0,3,0.736986301369863,0,0
"39655","1300483","11126","Restaurant","Risk 1 (High)",2012-11-14,"Canvass","Pass w/ Conditions",2,0,1,0,0,0,6,1.85479452054795,0,0
"41694","1092584","11126","Restaurant","Risk 1 (High)",2013-08-28,"Canvass","Pass",0,0,3,0,2,0,1,0.783561643835616,0,1
"7775","679548","11136","Restaurant","Risk 2 (Medium)",2012-03-12,"Canvass","Pass",0,0,2,0,0,1,2,0.550684931506849,0,1
"31958","1345418","11172","Restaurant","Risk 1 (High)",2013-07-31,"Canvass","Pass",0,0,4,0,0,1,10,0.997260273972603,0,1
"11573","1329338","11175","Other","Risk 3 (Low)",2013-06-11,"Canvass","Pass",0,0,2,0,0,0,0,2,1,1
"71462","612560","11178","Other","Risk 1 (High)",2011-11-16,"Canvass","Pass",0,0,2,0,0,0,4,1.68767123287671,0,1
"47680","1343422","11180","Restaurant","Risk 1 (High)",2013-08-21,"Canvass","Pass",0,0,4,0,0,0,4,0.750684931506849,0,1
"52310","659634","1118748","Restaurant","Risk 1 (High)",2011-12-08,"Canvass","Fail",0,2,3,0,0,2,5,0.942465753424658,0,0
"37156","1277633","1118748","Restaurant","Risk 1 (High)",2013-01-08,"Canvass","Pass",0,0,3,0,1,1,4,1.06575342465753,0,1
"90862","659849","1118779","Restaurant","Risk 1 (High)",2012-01-03,"Canvass","Fail",0,1,4,0,0,0,6,1.2,0,0
"71567","1110228","1118820","Other","Risk 2 (Medium)",2012-07-19,"Canvass","Pass",0,0,0,0,0,0,0,0.841095890410959,0,1
"51181","1198253","1118822","Other","Risk 1 (High)",2012-05-04,"Canvass","Pass w/ Conditions",1,0,1,0,0,0,0,0.632876712328767,0,0
"28968","1345289","1118822","Other","Risk 1 (High)",2013-05-31,"Canvass","Pass",0,0,3,0,1,0,1,1.07397260273973,0,1
"29987","1277733","1118829","Restaurant","Risk 1 (High)",2013-03-14,"Canvass","Fail",0,1,4,0,0,0,5,1.61369863013699,0,0
"88328","1092300","1118873","Restaurant","Risk 2 (Medium)",2013-02-14,"Canvass","Pass",0,0,3,0,0,0,0,1.47671232876712,0,1
"32873","1322595","1119100","Restaurant","Risk 2 (Medium)",2013-07-24,"Canvass","Fail",0,1,2,0,2,0,1,1.01369863013699,0,0
"90472","1214365","1119292","Other","Risk 1 (High)",2012-03-12,"Canvass","Pass w/ Conditions",2,0,3,0,0,0,4,2,0,0
"9935","577639","1119346","Other","Risk 2 (Medium)",2011-10-21,"Canvass","Pass",0,0,2,0,0,0,1,1.01917808219178,0,1
"48514","1150880","1119346","Other","Risk 2 (Medium)",2012-10-26,"Canvass","Pass",0,0,2,0,0,0,2,1.01643835616438,0,1
"49514","659562","1119378","Restaurant","Risk 1 (High)",2011-12-02,"Canvass","Fail",0,1,6,0,0,0,0,2,1,0
"5972","1326529","1119378","Restaurant","Risk 1 (High)",2013-03-25,"Canvass","Pass",0,0,5,0,0,0,0,0.0383561643835616,0,1
"55046","1234721","1119389","Grocery Store","Risk 2 (Medium)",2012-08-20,"Canvass","Pass w/ Conditions",0,1,3,0,0,0,1,1.14246575342466,0,0
"40638","1319646","1119505","Grocery Store","Risk 2 (Medium)",2013-07-08,"Canvass","Fail",1,1,7,0,0,1,7,1.78356164383562,0,0
"89447","545817","1119697","Restaurant","Risk 1 (High)",2012-03-02,"Canvass","Pass",0,0,3,0,1,0,7,1.08219178082192,0,1
"56140","1313272","1119804","Restaurant","Risk 2 (Medium)",2012-11-26,"Canvass","Pass",0,0,3,0,0,0,5,1.45753424657534,0,1
"64598","1194269","1119899","Restaurant","Risk 1 (High)",2012-05-02,"Canvass","Pass",0,0,4,0,0,0,6,0.846575342465753,0,1
"25098","1326745","1119899","Restaurant","Risk 1 (High)",2013-04-05,"Canvass","Fail",0,1,5,0,0,0,4,0.926027397260274,0,0
"22697","614709","1120021","Restaurant","Risk 1 (High)",2012-01-20,"Canvass","Pass",0,0,2,0,0,0,0,2,1,1
"25943","1235738","1120021","Restaurant","Risk 1 (High)",2013-04-16,"Canvass","Pass w/ Conditions",0,1,5,0,0,0,0,0.0219178082191781,0,0
"5202","575226","1120031","Restaurant","Risk 1 (High)",2011-10-18,"Canvass","Pass",0,0,2,0,0,0,1,1.0958904109589,0,1
"17018","1114517","1120031","Restaurant","Risk 1 (High)",2012-10-22,"Canvass","Pass",0,0,4,0,0,0,2,1.01369863013699,0,1
"3650","1166305","1120038","Other","Risk 1 (High)",2013-05-10,"Canvass","Pass",0,0,3,0,0,0,3,2,0,1
"9518","1271438","1120265","Restaurant","Risk 1 (High)",2012-11-14,"Canvass","Pass",0,0,3,0,0,0,0,0.0246575342465753,0,1
"53208","1354049","1120265","Restaurant","Risk 1 (High)",2013-08-05,"Canvass","Pass",0,0,1,0,0,0,0,0.0191780821917808,0,1
"41681","1154390","1120391","Restaurant","Risk 2 (Medium)",2012-06-13,"Canvass","Pass",0,0,5,0,0,0,4,1.82465753424658,0,1
"38633","565633","1120447","Restaurant","Risk 2 (Medium)",2011-12-01,"Canvass","Pass",0,0,2,0,0,0,1,1.04383561643836,0,1
"43173","1313296","1120447","Restaurant","Risk 2 (Medium)",2012-12-04,"Canvass","Pass",0,0,4,0,0,0,2,1.01095890410959,0,1
"60802","531593","1120535","Restaurant","Risk 1 (High)",2011-09-28,"Canvass","Pass w/ Conditions",2,1,0,0,0,0,2,0.498630136986301,0,0
"67983","680185","1120535","Restaurant","Risk 1 (High)",2012-04-19,"Canvass","Pass",0,0,0,0,2,1,0,0.558904109589041,0,1
"9304","1327200","1120535","Restaurant","Risk 1 (High)",2013-04-24,"Canvass","Pass w/ Conditions",1,0,1,0,0,0,0,1.01369863013699,0,0
"2983","531594","1120537","Restaurant","Risk 2 (Medium)",2011-09-28,"Canvass","Pass w/ Conditions",0,2,1,0,0,0,1,0.498630136986301,0,0
"62344","680179","1120537","Restaurant","Risk 2 (Medium)",2012-04-19,"Canvass","Pass w/ Conditions",1,0,1,0,0,2,1,0.558904109589041,0,0
"80963","1114787","1120537","Restaurant","Risk 2 (Medium)",2013-04-24,"Canvass","Pass",0,0,1,0,1,0,1,1.01369863013699,0,1
"83761","1214778","1120539","Restaurant","Risk 1 (High)",2012-05-09,"Canvass","Pass w/ Conditions",1,0,1,0,0,0,1,0.723287671232877,0,0
"57252","1214797","1120541","Restaurant","Risk 2 (Medium)",2012-05-09,"Canvass","Pass",0,0,0,0,0,0,3,0.706849315068493,0,1
"60261","1322551","1120541","Restaurant","Risk 2 (Medium)",2013-06-12,"Canvass","Pass",0,0,0,0,0,0,0,1.09315068493151,0,1
"45784","1271277","1120557","Restaurant","Risk 1 (High)",2012-07-20,"Canvass","Pass",0,0,6,0,0,1,4,1.36438356164384,0,1
"54978","1166264","1120557","Restaurant","Risk 1 (High)",2013-04-04,"Canvass","Pass",0,0,3,0,0,0,6,0.706849315068493,0,1
"45917","670545","1120626","Restaurant","Risk 1 (High)",2012-02-16,"Canvass","Pass",0,0,4,0,0,0,4,0.553424657534247,0,1
"25909","1285389","1120626","Restaurant","Risk 1 (High)",2012-09-20,"Canvass","Pass",0,0,4,0,0,0,4,0.591780821917808,0,1
"19000","1335415","1120626","Restaurant","Risk 1 (High)",2013-05-08,"Canvass","Pass",0,0,3,0,0,0,4,0.63013698630137,0,1
"59336","1198416","1120745","Restaurant","Risk 2 (Medium)",2012-08-30,"Canvass","Pass",0,0,1,0,0,0,0,1.17534246575342,0,1
"11795","598393","1120916","Restaurant","Risk 1 (High)",2011-10-04,"Canvass","Pass",0,0,6,0,0,0,0,1.48767123287671,0,1
"28829","543594","1120995","Restaurant","Risk 1 (High)",2011-09-02,"Canvass","Pass",0,0,4,0,0,0,2,0.610958904109589,0,1
"51946","1150382","1120995","Restaurant","Risk 1 (High)",2012-05-21,"Canvass","Pass",0,0,4,0,0,0,4,0.717808219178082,0,1
"61588","1151179","1120995","Restaurant","Risk 1 (High)",2013-03-18,"Canvass","Pass",0,0,3,0,0,0,4,0.824657534246575,0,1
"52082","610284","1121147","Other","Risk 3 (Low)",2011-10-28,"Canvass","Pass",0,0,2,0,0,0,0,2,1,1
"47809","679917","1121243","Restaurant","Risk 1 (High)",2012-03-07,"Canvass","Fail",2,1,5,0,0,0,0,2,1,0
"88360","614656","1121323","Restaurant","Risk 1 (High)",2011-12-08,"Canvass","Pass",0,0,5,0,0,0,3,0.747945205479452,0,1
"27461","1096482","1121323","Restaurant","Risk 1 (High)",2012-08-28,"Canvass","Pass",0,0,3,0,0,0,5,0.720547945205479,0,1
"14185","1114767","1121323","Restaurant","Risk 1 (High)",2013-04-04,"Canvass","Pass",0,0,5,0,0,0,3,0.6,0,1
"93202","517672","1121361","Restaurant","Risk 1 (High)",2012-01-03,"Canvass","Pass w/ Conditions",1,0,6,0,0,1,4,1.91232876712329,0,0
"59057","1235202","1121361","Restaurant","Risk 1 (High)",2012-09-12,"Canvass","Pass w/ Conditions",2,0,5,0,1,0,6,0.682191780821918,0,0
"92823","1301065","1121361","Restaurant","Risk 1 (High)",2012-12-31,"Canvass","Pass w/ Conditions",1,0,3,0,1,1,3,0.145205479452055,0,0
"846","604460","1121437","Grocery Store","Risk 2 (Medium)",2011-10-12,"Canvass","Pass",0,0,4,0,0,0,5,1.33698630136986,0,1
"72293","1202453","1121856","Restaurant","Risk 1 (High)",2012-10-05,"Canvass","Pass",0,0,4,0,0,1,5,1.1041095890411,0,1
"81315","529322","1121875","Grocery Store","Risk 1 (High)",2011-09-23,"Canvass","Pass",0,0,3,0,0,0,4,0.391780821917808,0,1
"21103","509523","1121875","Grocery Store","Risk 1 (High)",2012-01-31,"Canvass","Pass",0,0,3,0,0,0,3,0.356164383561644,0,1
"50872","1072372","1121875","Grocery Store","Risk 1 (High)",2013-04-22,"Canvass","Pass",0,0,3,0,0,0,3,1.22191780821918,0,1
"70784","547782","1121926","Restaurant","Risk 1 (High)",2011-10-26,"Canvass","Fail",0,0,0,0,0,0,0,2,1,0
"27695","1202733","1121926","Restaurant","Risk 1 (High)",2013-04-16,"Canvass","Pass",0,0,2,1,0,0,0,1.47397260273973,0,1
"15659","634599","1122044","Restaurant","Risk 2 (Medium)",2011-09-19,"Canvass","Pass",0,0,5,0,0,0,0,2,1,1
"36131","1277321","1122044","Restaurant","Risk 2 (Medium)",2012-08-21,"Canvass","Pass",0,0,5,0,0,0,5,0.923287671232877,0,1
"49014","567632","1122193","Restaurant","Risk 1 (High)",2011-10-11,"Canvass","Pass",0,0,1,0,0,0,1,0.863013698630137,0,1
"43344","1114312","1122193","Restaurant","Risk 1 (High)",2012-06-05,"Canvass","Pass w/ Conditions",0,1,3,0,0,0,1,0.652054794520548,0,0
"41895","1345443","1122193","Restaurant","Risk 1 (High)",2013-08-12,"Canvass","Fail",0,1,4,0,0,1,3,0.989041095890411,0,0
"16462","614642","1122244","Restaurant","Risk 1 (High)",2011-12-01,"Canvass","Pass",0,0,3,0,0,0,4,0.449315068493151,0,1
"88340","1114681","1122244","Restaurant","Risk 1 (High)",2013-02-20,"Canvass","Pass",0,0,4,0,0,0,2,0.750684931506849,0,1
"65761","1285324","1122312","Restaurant","Risk 2 (Medium)",2012-09-18,"Canvass","Pass",0,0,3,0,0,0,9,1.33972602739726,0,1
"60845","1154621","1122371","Restaurant","Risk 2 (Medium)",2012-10-12,"Canvass","Fail",0,1,10,0,0,0,0,0.00273972602739726,0,0
"62290","1234852","1122395","Restaurant","Risk 1 (High)",2012-08-23,"Canvass","Fail",0,1,4,0,0,0,4,1.53150684931507,0,0
"74754","1198390","1122619","Other","Risk 1 (High)",2012-08-10,"Canvass","Pass",0,0,1,0,0,0,0,1.12054794520548,0,1
"64746","1324495","1122619","Other","Risk 1 (High)",2013-05-31,"Canvass","Pass",0,0,3,0,0,0,1,0.805479452054795,0,1
"24742","1099109","1122732","Restaurant","Risk 1 (High)",2013-07-25,"Canvass","Pass",0,0,7,0,0,0,0,1.64383561643836,0,1
"75290","1151493","1122751","Restaurant","Risk 1 (High)",2013-08-01,"Canvass","Pass",0,0,4,0,0,0,0,0.0356164383561644,0,1
"81147","1150253","1122790","Restaurant","Risk 1 (High)",2012-04-04,"Canvass","Pass",0,0,3,0,0,2,4,0.575342465753425,0,1
"48499","1151212","1122790","Restaurant","Risk 1 (High)",2013-04-03,"Canvass","Pass",0,0,3,0,0,0,3,0.997260273972603,0,1
"62527","1198356","1122865","Other","Risk 2 (Medium)",2012-07-19,"Canvass","Pass",0,0,2,0,0,0,0,1.06301369863014,0,1
"22677","1345264","1122865","Other","Risk 2 (Medium)",2013-05-17,"Canvass","Pass",0,0,4,0,0,0,2,0.827397260273973,0,1
"66429","1296447","1122952","Restaurant","Risk 2 (Medium)",2013-06-28,"Canvass","Pass w/ Conditions",1,1,4,0,0,0,5,2,0,0
"84298","1279356","1122989","Other","Risk 1 (High)",2013-01-15,"Canvass","Pass",0,0,5,0,0,0,5,1.23835616438356,0,1
"85844","1198415","1123107","Other","Risk 1 (High)",2012-08-30,"Canvass","Pass",0,0,1,0,0,0,0,0.956164383561644,0,1
"48934","1335620","1123107","Other","Risk 1 (High)",2013-05-17,"Canvass","Pass",0,0,0,0,0,0,1,0.712328767123288,0,1
"61484","509342","1123162","Grocery Store","Risk 2 (Medium)",2011-09-27,"Canvass","Pass",0,0,1,0,0,0,1,1.03287671232877,0,1
"19600","1353975","1123162","Grocery Store","Risk 2 (Medium)",2013-07-31,"Canvass","Pass",0,0,1,0,0,0,1,1.84383561643836,0,1
"4308","964219","1123284","Restaurant","Risk 2 (Medium)",2012-08-28,"Canvass","Pass",0,0,3,0,0,0,2,1.7041095890411,0,1
"12168","569829","1123288","Restaurant","Risk 1 (High)",2012-02-28,"Canvass","Pass w/ Conditions",0,1,6,0,0,0,2,0.912328767123288,0,0
"47080","555267","1124035","Restaurant","Risk 2 (Medium)",2011-10-18,"Canvass","Pass",0,0,4,0,0,0,3,0.780821917808219,0,1
"627","1150851","1124035","Restaurant","Risk 2 (Medium)",2012-10-18,"Canvass","Pass",0,0,5,0,0,0,4,1.0027397260274,0,1
"68793","670498","1124128","Restaurant","Risk 1 (High)",2012-02-15,"Canvass","Fail",1,1,9,0,0,0,2,1.70684931506849,0,0
"21711","1188603","1124128","Restaurant","Risk 1 (High)",2013-05-02,"Canvass","Pass",0,0,5,0,0,1,9,1.18356164383562,0,1
"77496","1230173","11242","Restaurant","Risk 1 (High)",2012-07-18,"Canvass","Pass",0,0,4,0,0,0,0,1.72876712328767,0,1
"84478","1198797","11242","Restaurant","Risk 1 (High)",2013-04-11,"Canvass","Pass w/ Conditions",0,1,4,0,0,0,4,0.731506849315068,0,0
"85095","1335667","11362","Restaurant","Risk 1 (High)",2013-05-21,"Canvass","Pass w/ Conditions",0,1,2,0,0,0,4,1.29315068493151,0,0
