"RowLabels","dba","address","licensenumber","licensetype","inspectorassigned","inspectiondate","inspectionpurpose"
"1995","BONNE VIE ENTERTAINMENT","2333 S MICHIGAN AVE CHICAGO, IL 60616","2269934","Food","Molly Lynch",2014-09-29,"Canvass"
"1996","Tavish","1335 W WRIGHTWOOD AVE CHICAGO, IL 60614","38512","Food","Rosarita Buco",2014-09-29,"Canvass"
"1997","DOCKS","112 W 87TH ST CHICAGO, IL 60620","1445981","Food","Sandra Balfour",2014-09-29,"Complaint Re-Inspection"
"1998","SOUTH COAST","1700 S MICHIGAN AVE CHICAGO, IL 60616","1817424","Food","Jacqueline Edwards",2014-09-29,"Canvass"
"1999","PHO XE LUA","1021 W ARGYLE ST CHICAGO, IL 60640","1043966","Food","Frances Demma",2014-09-29,"Canvass"
"2000","STUFFIN-IT-FRESH","500 W MADISON ST CHICAGO, IL 60661 ","2231832","Food","Nola Martin",2014-09-29,"Canvass"
"2001","ALDI INC # 62","6220 N CALIFORNIA AVE CHICAGO, IL 60659","13984","Food","Nilda Soto",2014-09-29,"Short Form Complaint"
"2002","CARE-A-LOT E.L.C. II","5522 N MILWAUKEE AVE CHICAGO, IL 60630","2216862","Food","Jay Khamphounvong",2014-09-29,"License"
"2003","SUBWAY SANDWICHES","500 W MADISON ST CHICAGO, IL 60661","27474","Food","Luella Owens",2014-09-29,"Canvass"
"2004","HOUSE OF FORTUNE","2405-2407 S WENTWORTH AVE CHICAGO, IL 60616","1144200","Food","Elvia Martinez-Ceballos",2014-09-29,"Canvass"
"2005","NEA AGORA PACKING COMPANY","1056 W TAYLOR ST CHICAGO, IL 60607","3206","Food","Anita Brazil",2014-09-29,"Canvass"
"2006","THE ELEPHANT THAI CUISINE","5348 W DEVON AVE CHICAGO, IL 60646","1478070","Food","Nilda Soto",2014-09-29,"Canvass"
"2007","DUNKIN DONUTS","117 S CLINTON ST CHICAGO, IL 60661 ","1938957","Food","Luella Owens",2014-09-29,"Canvass Re-Inspection"
"2008","FOREVER YOGURT","1516  W TAYLOR ST CHICAGO, IL 60607 ","2288900","Food","Anita Brazil",2014-09-29,"Canvass"
"2009","WEST CHICAGO FAST FOOD, INC","3911 W CHICAGO AVE CHICAGO, IL 60651","1740720","Food","Jewel Walker",2014-09-29,"Canvass"
"2010","ROSATI'S PIZZA","5544 N MILWAUKEE AVE CHICAGO, IL 60630","2313983","Food","Jay Khamphounvong",2014-09-29,"Canvass"
"2011","SPRINGFIELD FOOD MART","3900 W CHICAGO AVE CHICAGO, IL 60651","1443678","Food","Jewel Walker",2014-09-29,"Canvass"
"2012","GINO'S NORTH PIZZERIA","1111 W GRANVILLE AVE CHICAGO, IL 60660","27508","Food","Frances Demma",2014-09-29,"Suspected Food Poisoning"
"2013","PEETE'S COFFEE & TEA","1328 S HALSTED ST CHICAGO, IL 60607","2341139","Food","Anita Brazil",2014-09-29,"License Re-Inspection"
"2014","GOLDEN HORSE CARRIAGE CAFE","2826 S WENTWORTH AVE CHICAGO, IL 60616","1948549","Food","Elvia Martinez-Ceballos",2014-09-29,"Canvass"
"2015","JAMBA JUICE","225 S CANAL ST CHICAGO, IL 60606","2083879","Food","Ronald Leveston",2014-09-30,"Canvass"
"2016","MAGIC JOHNSON BRIDGESCAPE ACADEMY HUMBOLDT PARK","2421 W DIVISION ST CHICAGO, IL 60622 ","CPS3305978","Food","Patricia Coats",2014-09-30,"Canvass"
"2017","ANGEL FOOD, WINE & SPIRIT","919-925 W 57TH ST CHICAGO, IL 60621","2192586","Food","Joyce Galvin",2014-09-30,"License"
"2018","SRD FOOD & LIQUORS","3976 N ELSTON AVE CHICAGO, IL 60618","71936","Food","Audrey Rambus",2014-09-30,"Canvass"
"2019","NUEVO LEON BAKERY","4062 W 26TH ST CHICAGO, IL 60623","33489","Food","Denise Batinich",2014-09-30,"Canvass"
"2020","Dunne","10845 S UNION ST (700W) CHICAGO, IL 60628","CPS25491","Food","Sharon Lewis",2014-09-30,"Canvass Re-Inspection"
"2021","MELROSE RESTAURANT","3233 N BROADWAY CHICAGO, IL 60657","26022","Food","Kyle Kirkegaard",2014-09-30,"Canvass Re-Inspection"
"2022","Seward","4600 S Hermitage (1732W) CHICAGO, IL 60609","CPS25301","Food","Judith Mann-Hamdan",2014-09-30,"Canvass"
"2023","NICKS PIT STOP","2023 N DAMEN AVE CHICAGO, IL 60647","2354735","Food","Joseph Jantke",2014-09-30,"License"
"2024","JACKSON PARK HOSPITAL","7531 S STONY ISLAND AVE CHICAGO, IL 60649","1243987","Food","Cecile Coffman",2014-09-30,"Canvass Re-Inspection"
"2025","WHAT'S IN THE BAG?","1767 W 95TH ST CHICAGO, IL 60643 ","2359248","Food","Sandra Balfour",2014-09-30,"License"
"2026","GRUB RESTAURANT CHICAGO","1230 W TAYLOR ST CHICAGO, IL 60607 ","2358734","Food","Anita Brazil",2014-09-30,"License"
"2027","NICK'S PIT STOP","2011 N DAMEN AVE CHICAGO, IL 60647","1898377","Food","Joseph Jantke",2014-09-30,"Canvass"
"2028","3976 N ELSTON, INC.","3976 N ELSTON AVE CHICAGO, IL 60618","2349088","Food","Audrey Rambus",2014-09-30,"License"
"2029","HAPPY KIDS PRESCHOOL & DAYCARE CENTER","5815 W IRVING PARK RD CHICAGO, IL 60634 ","2348667","Food","Henry Millan",2014-09-30,"License Re-Inspection"
"2030","ANGEL FOOD, WINE & SPIRIT","919-925 W 57TH ST CHICAGO, IL 60621","2192587","Food","Joyce Galvin",2014-09-30,"License"
"2031","ELM STREET LIQUORS","12 W ELM ST CHICAGO, IL 60610","2129206","Food","Michael Kurczewski",2014-09-30,"Canvass"
"2032","EL MORO LETRAN CHURROS & BAKERY","1626 S BLUE ISLAND AVE CHICAGO, IL 60608","1478372","Food","Alejandro Delgado",2014-09-30,"Canvass Re-Inspection"
"2033","3976 N ELSTON, INC.","3976 N ELSTON AVE CHICAGO, IL 60618","2349090","Food","Audrey Rambus",2014-09-30,"License"
"2034","THE DYNASTY ORIENTAL FOOD CORPORATION","2237 S WENTWORTH AVE CHICAGO, IL 60616","26852","Food","Molly Lynch",2014-09-30,"Canvass"
"2035","7-ELEVEN","343 N LA SALLE ST CHICAGO, IL 60654","1542795","Food","Hilda Lainjo",2014-09-30,"Canvass"
"2036","12 WEST ELM","12 W ELM ST CHICAGO, IL 60610","2342123","Food","Michael Kurczewski",2014-09-30,"License"
"2037","KINGS &  QUEENS ACADEMY DAY CARE CENTER INC.","817 N HAMLIN AVE CHICAGO, IL 60651 ","2333726","Food","Jewel Walker",2014-09-30,"License"
"2038","EL PARAIZO TERRENAL","4459 W ARMITAGE AVE CHICAGO, IL 60639","2094248","Food","Blesilda Guillen",2014-09-30,"Canvass"
"2039","FIFTY FOUR ELEVEN","2850 N CLARK ST CHICAGO, IL 60657 ","2293616","Food","Rosarita Buco",2014-09-30,"License"
"2040","KING WAH EXPRESS","5700 S CICERO CHICAGO, IL 60638","1141439","Food","Kimberly Franklin",2014-09-30,"Canvass"
"2041","ADLER SCHOOL INC","2237-2239 W LAWRENCE AVE CHICAGO, IL 60625","2355266","Food","Sonya Enoch",2014-09-30,"License"
"2042","WALMART NEIGHBORHOOD MARKET #3166","4720 S COTTAGE GROVE AVE CHICAGO, IL 60615 ","2334925","Food","Jacqueline Edwards",2014-09-30,"License"
"2043","SEWARD BRANCH","4541 S Wood (1700W) CHICAGO, IL 60609","CPS25302","Food","Judith Mann-Hamdan",2014-09-30,"Canvass"
"2044","KEELER FOOD & DELI","4150 W ROOSEVELT RD CHICAGO, IL 60624 ","2124590","Food","Michelle Jackson",2014-09-30,"Canvass"
"2045","7 - ELEVEN","35 E WACKER DR CHICAGO, IL 60601","1247748","Food","Marwan Tamimi",2014-09-30,"Canvass"
"2046","Bennett","10115 S PRAIRIE  CHICAGO, IL 60628","CPS22241","Food","Sharon Lewis",2014-09-30,"Canvass Re-Inspection"
"2047","WALMART NEIGHBORHOOD MARKET #3166","4720 S COTTAGE GROVE AVE CHICAGO, IL 60615 ","2334928","Food","Jacqueline Edwards",2014-09-30,"License"
"2048","PAPPY'S","4700 S COTTAGE GROVE AVE CHICAGO, IL 60615","62520","Food","Jacqueline Edwards",2014-09-30,"Canvass"
"2049","ERIE NEIGHBORHOOD HOUSE","1701 W SUPERIOR ST CHICAGO, IL 60622 ","2215691","Food","Patricia Coats",2014-09-30,"License"
"2050","JAMBA JUICE","9521 S WESTERN AVE CHICAGO, IL 60643","2083872","Food","Sandra Balfour",2014-09-30,"Canvass"
"2051","XTRA HEALTH","3051 W CERMAK RD CHICAGO, IL 60623 ","2022230","Food","Denise Batinich",2014-09-30,"Canvass"
"2052","SUPER LOW MEAT MARKET, INC.","5300 W CHICAGO AVE CHICAGO, IL 60651","2120607","Food","Jewel Walker",2014-09-30,"Canvass Re-Inspection"
"2053","LAS PRINCESAS BAKERY","2863 W CERMAK RD CHICAGO, IL 60623","1139675","Food","Denise Batinich",2014-09-30,"Canvass"
"2054","LE BON BON BAKERY","2863 W CERMAK RD CHICAGO, IL 60623","1544569","Food","Denise Batinich",2014-09-30,"Canvass"
"2055","EL GLOBO BAKERY & ICE CREAM,INC.","2863 W CERMAK RD CHICAGO, IL 60623 ","2078696","Food","Denise Batinich",2014-09-30,"Canvass"
"2056","POTBELLY SANDWICH WORKS LLC","5700 S CICERO CHICAGO, IL 60638","1142125","Food","Kimberly Franklin",2014-09-30,"Canvass Re-Inspection"
"2057","CHINA CAFE","2300 S WENTWORTH AVE CHICAGO, IL 60616","1070157","Food","Kyle Kirkegaard",2014-09-30,"Canvass Re-Inspection"
"2058","QUICK SHOP FOOD MART","1806-1808 E 79TH ST CHICAGO, IL 60649","2177215","Food","Cecile Coffman",2014-09-30,"Short Form Complaint"
"2059","KEELER FOOD & CELLULAR,INC.","4150 W ROOSEVELT RD CHICAGO, IL 60624 ","2124590","Food","Michelle Jackson",2014-09-30,"Canvass"
"2060","MCDONALD'S","6515 S WESTERN AVE CHICAGO, IL 60636","1874347","Food","Joyce Galvin",2014-09-30,"Short Form Complaint"
"2061","FRANK FOOD #4","1819 S KEDZIE AVE CHICAGO, IL 60623","1767467","Food","Denise Batinich",2014-09-30,"Canvass"
"2062","MCDONALD'S RESTAURANT OF ILLINOIS,INC","500 W MADISON ST CHICAGO, IL 60661","1069488","Food","Nola Martin",2014-09-30,"Canvass"
"2063","JAMBA JUICE #343","166 N STATE ST CHICAGO, IL 60601","2359084","Food","Marwan Tamimi",2014-09-30,"License"
"2064","PIZZERIA DEEPO","1742 W 99TH ST CHICAGO, IL 60643","2093128","Food","Sandra Balfour",2014-09-30,"Complaint"
"2065","JAMBA JUICE","166 N STATE ST CHICAGO, IL 60601","2083867","Food","Marwan Tamimi",2014-09-30,"Canvass"
"2066","10 PIN  BOWLING LOUNGE","330 N STATE ST CHICAGO, IL 60610","1357411","Food","Hilda Lainjo",2014-09-30,"Canvass"
"2067","NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION","1400 W AUGUSTA BLVD CHICAGO, IL 60642","2284913","Food","Joseph Jantke",2014-09-30,"License"
"2068","LA FERIA GROCERY","9704 S COMMERCIAL AVE CHICAGO, IL 60617","26609","Food","Sharon Lewis",2014-09-30,"Canvass Re-Inspection"
"2069","LALOS MEXICAN RESTAURANT","5700 S CICERO CHICAGO, IL 60638","1142112","Food","Kimberly Franklin",2014-09-30,"Canvass Re-Inspection"
"2070","JEWEL FOOD STORE #2502","2550 N CLYBOURN AVE CHICAGO, IL 60614 ","2293797","Food","Rosarita Buco",2014-09-30,"Canvass Re-Inspection"
"2071","CUERNAVACA RESTAURANT INC","1160 W 18TH ST CHICAGO, IL 60608","1804","Food","Alejandro Delgado",2014-09-30,"Complaint"
"2072","CAFE INTERNET LATINO INC.","4101 W ARMITAGE AVE CHICAGO, IL 60639","1904037","Food","Jewel Walker",2014-09-30,"Canvass Re-Inspection"
"2073","HEDGES","4747 S WINCHESTER AVE CHICAGO, IL 60609","CPS2134640","Food","Judith Mann-Hamdan",2014-09-30,"Canvass"
"2074","LA PEQUENA GROCERY","3624 W PALMER ST CHICAGO, IL 60647","1943298","Food","Joseph Jantke",2014-09-30,"Canvass"
"2075","PAULA & MONICA'S PIZZERIA","1518 W CHICAGO AVE CHICAGO, IL 60622","1879922","Food","Patricia Coats",2014-09-30,"Canvass"
"2076","Hedges Branch","1954 W 48th ST (4800S) CHICAGO, IL 60609","CPS23682","Food","Judith Mann-Hamdan",2014-09-30,"Canvass"
"2077","QUICKISS","4245 W ARMITAGE AVE IL 60639 ","2252588","Food","Blesilda Guillen",2014-09-30,"Canvass"
"2078","CHUCHI'S PIZZA","2147 S PULASKI RD CHICAGO, IL 60623 ","2158092","Food","Denise Batinich",2014-09-30,"Canvass"
"2079","LA PANADERIA CENTRAL BAKERY","4348 W ARMITAGE AVE CHICAGO, IL 60639","61169","Food","Blesilda Guillen",2014-09-30,"Canvass"
"2080","SUBWAY","1656 W 119TH ST CHICAGO, IL 60643","1964058","Food","Sandra Balfour",2014-09-30,"Canvass"
"2081","HOOKS FISH & CHICKEN","4024 W ROOSEVELT RD CHICAGO, IL 60624 ","2042890","Food","Michelle Jackson",2014-09-30,"Canvass"
"2082","JAMBA JUICE","500 W MADISON ST CHICAGO, IL 60661","2083866","Food","Nola Martin",2014-09-30,"Canvass Re-Inspection"
"2083","JAMBA JUICE","500 W MADISON ST CHICAGO, IL 60661","2083866","Food","Nola Martin",2014-09-30,"Canvass"
"2084","JAMBA JUICE #189","500 W MADISON CHICAGO, IL 60661 ","2359294","Food","Nola Martin",2014-09-30,"License"
"2085","THE NEW DATING GAME","8924 S STONY ISLAND AVE CHICAGO, IL 60617","31820","Food","Cecile Coffman",2014-09-30,"Canvass"
"2086","DIM DIM FOOD INC","2820-2822 S WENTWORTH AVE CHICAGO, IL 60616 ","2083787","Food","Molly Lynch",2014-09-30,"Canvass Re-Inspection"
"2087","PHILLY'S BEST","6800- 6806 N SHERIDAN RD CHICAGO, IL 60626 ","2348463","Food","Jesus Su",2014-09-30,"License"
"2088","MAXWELL'S ON OGDEN","2600  W OGDEN AVE CHICAGO, IL 60608 ","2003406","Food","Alejandro Delgado",2014-09-30,"Canvass"
"2089","HEALTHY ORGANIC KIDS","4242 W FULLERTON AVE CHICAGO, IL 60639","2349062","Food","Jewel Walker",2014-09-30,"License Re-Inspection"
"2090","LONG TUNG CHINESE KITCHEN","6237 S HALSTED PKWY CHICAGO, IL 60621 ","1985572","Food","Joyce Galvin",2014-09-30,"Complaint"
"2091","BIG MIKES GYROS","7859 S STATE ST CHICAGO, IL 60619","2125700","Food","Sharon Lewis",2014-09-30,"Complaint"
"2092","CHURCH'S CHICKEN # 1414","4812 W NORTH AVE CHICAGO, IL 60639","1273251","Food","Henry Millan",2014-09-30,"Canvass"
"2093","BABYLON GROCERY AND MEAT MART","2800 W DEVON AVE CHICAGO, IL 60659 ","2358923","Food","Nilda Soto",2014-09-30,"License"
"2094","HERSHEY'S CHOCOLATE WORLD ATTR","820 N MICHIGAN AVE CHICAGO, IL 60611 ","2147416","Food","Luella Owens",2014-09-30,"Canvass"
"2095","BOOKS A MILLION","144 S CLARK ST CHICAGO, IL 60603 ","2008036","Food","Marwan Tamimi",2014-09-30,"Canvass"
"2096","Costco Wholesale # 380","2746 N CLYBOURN AVE CHICAGO, IL 60614","1044650","Food","Rosarita Buco",2014-09-30,"Short Form Complaint"
"2097","ROAD RANGER #187","3401-3417 S CALIFORNIA AVE CHICAGO, IL 60608 ","2163013","Food","Alejandro Delgado",2014-09-30,"Canvass Re-Inspection"
"2098","VALLARTA","2757 W 59TH ST CHICAGO, IL 60629","69963","Food","Kimberly Franklin",2014-09-30,"Canvass"
"2099","ORIGINAL TRIPLE CROWN RESTAURANT, INC.","211 W 22ND PL CHICAGO, IL 60616","1997650","Food","Molly Lynch",2014-09-30,"Canvass Re-Inspection"
"2100","JAMBA JUICE #586","9521 S WESTERN AVE CHICAGO, IL 60643","2359302","Food","Sandra Balfour",2014-09-30,"License"
"2101","JAMBA JUICE # 953","920 W BELMONT AVE CHICAGO, IL 60657","2359299","Food","Frances Demma",2014-09-30,"License"
"2102","PAPA TURHANO'S","5648 W DIVERSEY AVE CHICAGO, IL 60639 ","2064412","Food","Henry Millan",2014-09-30,"Canvass"
"2103","AMC THEATRES 600 NORTH MICHIGAN 9","600 N MICHIGAN AVE CHICAGO, IL 60611","2289370","Food","Luella Owens",2014-09-30,"License"
"2104","QUENCHER'S INC","2401-2403 N WESTERN AVE CHICAGO, IL 60647","1462","Food","Joseph Jantke",2014-09-30,"Canvass"
"2105","NUTRICEL","4410 W DIVERSEY AVE BLDG CHICAGO, IL 60639 ","1991297","Food","Henry Millan",2014-09-30,"Canvass"
"2106","YOLANDA'S RESTAURANT INC","3058 S CENTRAL PARK AVE CHICAGO, IL 60623","32834","Food","Denise Batinich",2014-09-30,"Canvass"
"2107","SUPER SUBMARINE","1050 N ASHLAND AVE CHICAGO, IL 60622","1770844","Food","Patricia Coats",2014-09-30,"Canvass"
"2108","SANDY'S BAKERY & DELI INC","5857 W LAWRENCE AVE CHICAGO, IL 60630","1442912","Food","Jay Khamphounvong",2014-09-30,"Complaint"
"2109","PHILLY'S BEST","6800- 6806 N SHERIDAN RD CHICAGO, IL 60626 ","2340712","Food","Jesus Su",2014-09-30,"License Re-Inspection"
"2110","GORDO'S MARKET, INC.","2200 N KARLOV AVE CHICAGO, IL 60639","1842488","Food","Blesilda Guillen",2014-09-30,"Canvass"
"2111","SUBWAY","4606 S DAMEN AVE CHICAGO, IL 60609","2162255","Food","Judith Mann-Hamdan",2014-09-30,"Canvass"
"2112","Magarita's Pizza","4138 W ARMITAGE AVE CHICAGO, IL 60639","2157700","Food","Jewel Walker",2014-09-30,"Canvass"
"2113","THE GREAT AMERICAN BAGEL ENTERPRISES, INC.","1154 W MADISON ST CHICAGO, IL 60607 ","2314248","Food","Anita Brazil",2014-09-30,"License Re-Inspection"
"2114","DIM SUM HOUSE, INC","2610 S WENTWORTH AVE CHICAGO, IL 60616","25179","Food","Elvia Martinez-Ceballos",2014-09-30,"Canvass Re-Inspection"
"2115","PUDGY'S PIZZA","13460 S BALTIMORE AVE CHICAGO, IL 60633","59269","Food","Sandra Balfour",2014-09-30,"Canvass"
"2116","BASKIN ROBBINS","31 E ADAMS ST CHICAGO, IL 60603","1332646","Food","Marwan Tamimi",2014-09-30,"Canvass"
"2117","DIVINE MEATS AND PRODUCE MARKET, LLC","4247 W ROOSEVELT RD CHICAGO, IL 60624","1953344","Food","Michelle Jackson",2014-09-30,"Canvass"
"2118","FAIRFIELD AND SUITES CHICAGO DOWNTOWN RIVER NORTH","60  W ILLINOIS ST CHICAGO, IL 60654 ","2189098","Food","Hilda Lainjo",2014-09-30,"Canvass"
"2119","KARLOV FOOD MART","2200 N KARLOV AVE CHICAGO, IL 60639","21804","Food","Blesilda Guillen",2014-09-30,"Canvass"
"2120","KENNY'S RIBS & DUSTIES EXPRESS","8601 S STONY ISLAND AVE CHICAGO, IL 60617","2177147","Food","Cecile Coffman",2014-09-30,"Canvass"
"2121","TASTY CITY","2022 S WENTWORTH AVE CHICAGO, IL 60616 ","2152519","Food","Brian Turkaly",2014-09-30,"Canvass"
"2122","SUPER NICK FOOD","4115 W ROOSEVELT RD CHICAGO, IL 60624","17763","Food","Michelle Jackson",2014-09-30,"Canvass"
"2123","KING WAH RESTAURANT","2223 S WENTWORTH AVE CHICAGO, IL 60616","1479082","Food","Molly Lynch",2014-09-30,"Canvass"
"2124","HALSTED STREET DELI & BAGEL","133 N WELLS ST IL ","2358755","Food","Ronald Leveston",2014-09-30,"License"
"2125","ROBINSON 'S NEW ORLEANS CAJUN","500 W MADISON ST CHICAGO, IL 60661","1515958","Food","Nola Martin",2014-09-30,"Canvass"
"2126","WING HO 128,INC.","244 W 26TH ST CHICAGO, IL 60616","1716772","Food","Molly Lynch",2014-09-30,"Canvass"
"2127","CAMARON VAQUERO INC.","6242 S PULASKI RD CHICAGO, IL 60629","2294053","Food","Joyce Galvin",2014-09-30,"Canvass"
"2128","GIORDANO'S ON SHERIDAN","6836 N SHERIDAN RD CHICAGO, IL 60626","28008","Food","Jesus Su",2014-09-30,"Complaint"
"2129","SEVEN TREASURES","2312 S WENTWORTH AVE CHICAGO, IL 60616","6231","Food","Elvia Martinez-Ceballos",2014-09-30,"Canvass Re-Inspection"
"2130","NEW FURAMA RESTAURANT, INC.","2828 S WENTWORTH AVE CHICAGO, IL 60616","29331","Food","Jacqueline Edwards",2014-09-30,"Canvass"
"2131","OAK TREE RESTAURANT & BAKERY","900 N MICHIGAN AVE CHICAGO, IL 60611","1937463","Food","Luella Owens",2014-09-30,"Complaint"
"2132","JAMBA JUICE COMPANY","1322 S HALSTED ST CHICAGO, IL 60607","2359078","Food","Anita Brazil",2014-09-30,"License"
"2133","JAMBA  JUICE  #481","225 S CANAL ST CHICAGO, IL 60606","2359081","Food","Ronald Leveston",2014-09-30,"License"
"2134","EPPLES RESTAURANT","554 W ROOSEVELT RD CHICAGO, IL 60607","1694688","Food","Anita Brazil",2014-09-30,"Canvass Re-Inspection"
"2135","GREEN AESTHETICS INC.","1701 N PULASKI RD CHICAGO, IL 60639","2358997","Food","Jewel Walker",2014-09-30,"License"
"2136","PIPER'S ALLEY","1608 N WELLS ST CHICAGO, IL 60614","1800609","Food","Rosarita Buco",2014-09-30,"Canvass"
"2137","NICKS PIT STOP","2023 N DAMEN AVE CHICAGO, IL 60647","2354735","Food","Joseph Jantke",2014-10-01,"License Re-Inspection"
"2138","HORIZON CAFE","3805 N BROADWAY CHICAGO, IL 60613","1495171","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2139","KMART #3371","3443 W ADDISON ST CHICAGO, IL 60618","1475512","Food","Audrey Rambus",2014-10-01,"Canvass"
"2140","TELEOLOAPAN GROCERY","2027 S CALIFORNIA AVE CHICAGO, IL 60608","2088709","Food","Alejandro Delgado",2014-10-01,"Canvass"
"2141","DON GUACAMOLE'S RESTAURANT","946-948 W NEWPORT AVE CHICAGO, IL 60657","2114655","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2142","MATILDA","3101 N SHEFFIELD AVE CHICAGO, IL 60657","44826","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2143","CHICAGO YACHT CLUB","3180 N LAKE SHORE DR CHICAGO, IL 60657","44199","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2144","SCHOOLYARD TAVERN & GRILL","3258 N SOUTHPORT AVE CHICAGO, IL 60657","1227983","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2145","MARTYRS'","3855 N LINCOLN AVE CHICAGO, IL 60613","40864","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2146","CORINTHIAN YACHT CLUB","601 W MONTROSE AVE CHICAGO, IL 60613","1621205","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2147","WEST SIDE GYROS & PITA KEBOB","754 S WESTERN AVE CHICAGO, IL 60612 ","2188927","Food","Michelle Jackson",2014-10-01,"Canvass"
"2148","QUEEN OF ANGELS SCHOOL","4520 N WESTERN AVE CHICAGO, IL 60625 ","PS2349648","Food","Sonya Enoch",2014-10-01,"Canvass"
"2149","DUNKIN DONUTS BASKIN ROBBINS","3601 W GRAND AVE CHICAGO, IL 60651","1948830","Food","Jewel Walker",2014-10-01,"Complaint"
"2150","JAMBA JUICE  #576","222 W MERCHANDISE MART PLZ CHICAGO, IL 60654","2359079","Food","Hilda Lainjo",2014-10-01,"License"
"2151","WEST SIDE GYROS","754 S WESTERN AVE CHICAGO, IL 60612 ","2358510","Food","Michelle Jackson",2014-10-01,"License"
"2152","JAMBA JUICE","222 W MERCHANDISE MART  PLZ CHICAGO, IL 60654","2083871","Food","Hilda Lainjo",2014-10-01,"Canvass"
"2153","BLOCKBUSTER VIDEO #17461","2251 N MILWAUKEE AVE CHICAGO, IL 60647","1092875","Food","Joseph Jantke",2014-10-01,"Canvass"
"2154","RICKY'S FAST FOOD","3152 W DIVERSEY AVE CHICAGO, IL 60647","1272341","Food","Joseph Jantke",2014-10-01,"Canvass"
"2155","LOCO SANDWICH CAFE' INC.","3152 W DIVERSEY AVE CHICAGO, IL 60647","1974008","Food","Joseph Jantke",2014-10-01,"Canvass"
"2156","WALGREENS # 07687","3320 W FULLERTON AVE CHICAGO, IL 60647","1515454","Food","Joseph Jantke",2014-10-01,"Canvass"
"2157","DULCERIA ACAPULCO","2101 S CALIFORNIA AVE CHICAGO, IL 60608","1942734","Food","Alejandro Delgado",2014-10-01,"Canvass"
"2158","Churro Factory Inc","2214 S Wolcott AVE CHICAGO, IL 60608","1903754","Food","Alejandro Delgado",2014-10-01,"Canvass Re-Inspection"
"2159","SUBWAY","304 W HUBBARD ST CHICAGO, IL 60654 ","2130022","Food","Hilda Lainjo",2014-10-01,"Complaint Re-Inspection"
"2160","GRAND & PULASKI CITGO","1345 N PULASKI RD CHICAGO, IL 60651","1515226","Food","Jewel Walker",2014-10-01,"Canvass"
"2161","SCHOOLYARD TAVERN & GRILL","3258 N SOUTHPORT AVE CHICAGO, IL 60657","1227983","Food","Kyle Kirkegaard",2014-10-01,"Canvass"
"2162","DOLLAR TREE #743","1514 W 33RD ST CHICAGO, IL 60608 ","2354417","Food","Alejandro Delgado",2014-10-01,"License"
"2163","DANTE'S PIZZA,INC.","3028 W ARMITAGE AVE CHICAGO, IL 60647","2092884","Food","Michelle Jackson",2014-10-01,"Complaint"
"2164","OVER EASY CAFE","4943 N DAMEN AVE CHICAGO, IL 60625","1648134","Food","Sonya Enoch",2014-10-01,"Complaint"
"2165","WINDY CITY, INN","2255-2257 W IRVING PARK RD CHICAGO, IL 60618","47870","Food","Audrey Rambus",2014-10-01,"Canvass Re-Inspection"
"2166","SUITE 25","2529 N MILWAUKEE AVE CHICAGO, IL 60647","2048701","Food","Joseph Jantke",2014-10-01,"Canvass"
"2167","DEVON MARKET","1440 W DEVON AVE CHICAGO, IL 60660","1042888","Food","Jesus Su",2014-10-01,"Short Form Complaint"
"2168","FRANKLY SPEAKING INC","6145 W TOUHY AVE CHICAGO, IL 60646","3954","Food","Nilda Soto",2014-10-01,"Canvass"
"2169","RED KIVA","1106-1108 W RANDOLPH ST CHICAGO, IL 60607","1817342","Food","Anita Brazil",2014-10-01,"Canvass"
"2170","SUSHI LOUNGE","234 W CERMAK RD CHICAGO, IL 60616","1514318","Food","Molly Lynch",2014-10-01,"Canvass"
"2171","JIMMY JOHN'S","200 E RANDOLPH ST CHICAGO, IL 60601","1874575","Food","Marwan Tamimi",2014-10-01,"Canvass Re-Inspection"
"2172","JIMMY'S SANDWICH SHOP","4000 W GRAND AVE CHICAGO, IL 60651","6294","Food","Jewel Walker",2014-10-01,"Canvass"
"2173","ANN SATHER RESTAURANT","5207 N CLARK ST CHICAGO, IL 60640","1738488","Food","Frances Demma",2014-10-01,"Canvass"
"2174","ICE CUBED LLC","1509-1511 W LAWRENCE AVE CHICAGO, IL 60640 ","2163571","Food","Frances Demma",2014-10-01,"Canvass"
"2175","JAMBA JUICE","875 N MICHIGAN AVE CHICAGO, IL 60611","2083869","Food","Luella Owens",2014-10-01,"Canvass"
"2176","J.J. PEPPERS FOOD STORE-18AA","3201 W DIVERSEY AVE CHICAGO, IL 60647","79659","Food","Joseph Jantke",2014-10-01,"Canvass"
"2177","JAMBA JUICE COMPANY","875 N MICHIGAN AVE CHICAGO, IL 60611","1478174","Food","Luella Owens",2014-10-01,"Canvass"
"2178","BAKERY GARDEN CAFE INC.","525 W VAN BUREN ST CHICAGO, IL 60607","2027706","Food","Anita Brazil",2014-10-01,"Canvass"
